token_id,count,is_dominant
1882,689,False
7962,688,False
2486,688,False
994,687,False
6220,687,False
4741,687,False
6430,684,False
5075,683,False
2965,681,False
2448,678,False
6018,678,False
3585,677,False
3196,675,False
5254,675,False
3905,674,False
3543,674,False
6519,673,False
963,672,False
7270,671,True
1229,670,False
2907,670,False
3817,669,False
5031,669,False
5982,668,False
4747,668,False
4227,666,False
6903,665,False
5476,665,False
485,664,False
6658,664,False
6634,664,False
4700,663,False
7251,663,False
900,663,False
5740,662,False
1222,661,False
6758,661,False
5278,660,False
825,660,False
6868,659,False
3887,657,False
7072,656,False
1425,654,False
4020,654,False
7239,654,False
2035,652,False
3332,652,False
1141,652,False
2688,651,False
4617,651,False
4055,649,False
1282,648,False
5960,647,False
5059,647,False
1552,646,False
6620,645,False
876,645,False
7257,643,False
3839,643,False
3879,642,False
1189,641,False
643,640,False
7153,639,False
3654,639,False
750,638,False
3410,638,False
1946,637,False
7742,637,False
3218,637,False
3770,637,False
6572,637,False
6645,636,False
7655,636,False
1278,636,False
3633,635,False
3031,635,False
4532,635,False
6345,635,False
5932,635,False
2221,635,False
4570,633,False
3223,633,False
7839,632,False
3360,632,False
2431,632,False
5364,631,False
1147,631,False
448,631,False
6126,631,False
5338,629,False
5940,627,False
5814,626,False
2185,625,False
4256,625,False
6062,624,False
6367,623,False
4555,622,False
3089,622,False
986,620,False
7145,620,False
5629,618,False
5494,618,False
4779,617,False
1021,617,False
2700,617,False
3497,617,False
4392,615,False
3018,614,False
7586,614,False
7542,614,False
2420,612,False
7420,611,False
7309,611,False
2480,610,False
4846,609,False
1215,607,False
3468,606,False
8132,605,False
1730,605,False
7482,605,False
3842,603,False
4060,603,False
1687,602,False
6817,601,False
6357,601,False
2303,601,False
4417,600,False
6841,597,False
5567,597,False
5669,596,False
1525,595,False
7273,595,False
4479,594,False
7958,594,False
7043,593,False
3131,590,False
7259,590,False
439,588,False
1790,588,False
3397,587,False
1719,587,False
5334,586,False
2241,585,False
6803,584,False
6111,584,False
427,583,False
6053,583,False
3531,582,False
1504,582,False
3763,581,False
2204,580,False
4054,580,False
760,579,False
5172,579,False
6848,579,False
102,577,False
6746,577,False
2509,577,False
5142,575,False
3938,574,False
1998,574,False
679,573,False
1115,573,False
1081,573,False
2757,572,False
7967,572,False
3483,572,False
5752,572,False
6353,570,False
2130,570,False
4978,570,False
1837,570,False
3470,569,False
6828,569,False
2902,568,False
